Binomial	ID	year	popvalue
Ictalurus_punctatus	433	1982	1.27
Lepomis_gibbosus	435	1982	0.73
Micropterus_dolomieu	535	1982	14.55
Morone_americana	541	1982	25.98
Morone_chrysops	544	1982	0.26
Moxostoma_anisurum	569	1982	0.15
Noturus_flavus	588	1982	0.3
Perca_flavescens	595	1982	36.07
Percopsis_omiscomaycus	596	1982	0.15
Pollachius_virens	669	1982	0.49
Pomoxis_nigromaculatus	672	1982	0.02
Rangifer_tarandus	789	1982	44277
Sander_vitreus	810	1982	0.59
Alosa_pseudoharengus	1	1983	4236
Alosa_pseudoharengus	2	1983	11.4
Alosa_pseudoharengus	3	1983	451
Alosa_sapidissima	4	1983	423
Alosa_sapidissima	5	1983	5629
Coregonus_clupeaformis	7	1983	144
Notemigonus_crysoleucas	8	1983	7575
Perca_flavescens	9	1983	0.453
Salmo_salar	11	1983	114
Salmo_salar	12	1983	248.32
Sander_vitreus	13	1983	0.0359
Sander_vitreus	14	1983	0.84
Sander_vitreus	15	1983	0.1067
Sander_vitreus	16	1983	10.0341
Sander_vitreus	17	1983	0.5109
Sander_vitreus	18	1983	5454
Desmognathus_ochrophaeus	22	1983	8
Sterna_dougallii	34	1983	0
Peromyscus_maniculatus	35	1983	144.22
Tamiasciurus_hudsonicus	36	1983	2.44
Chelydra_serpentina	37	1983	21
Myodes_gapperi	40	1983	44
Sorex_cinereus	44	1983	2
Napaeozapus_insignis	45	1983	0
Tamias_striatus	46	1983	97
Blarina_brevicauda	47	1983	6
Blarina_brevicauda	49	1983	7
Sterna_paradisaea	56	1983	0
Perca_flavescens	63	1983	5.25
Menidia_menidia	69	1983	3
Morone_americana	70	1983	18
Alosa_sapidissima	71	1983	3.7
Alosa_aestivalis	72	1983	1.5
Halichoerus_grypus	97	1983	23842
Canis_lupus	105	1983	1.22
Canis_lupus	106	1983	1.513
Canis_lupus	109	1983	1.003
Canis_lupus	110	1983	0.665
Canis_lupus	113	1983	0.66
Rangifer_tarandus	131	1983	22
Odocoileus_virginianus	151	1983	2.21
Rangifer_tarandus	180	1983	49191
Alces_americanus	182	1983	97347
Ambloplites_rupestris	183	1983	4.69
Ameiurus_nebulosus	184	1983	0.76
Aplodinotus_grunniens	233	1983	0.59
Carpiodes_cyprinus	234	1983	0.04
Catostomus_commersonii	235	1983	1.4
Cyprinus_carpio	237	1983	0.21
Dorosoma_cepedianum	239	1983	0.29
Esox_lucius	240	1983	0.06
Chelydra_serpentina	283	1983	69
Ictalurus_punctatus	433	1983	0.86
Lepisosteus_osseus	434	1983	0.04
Lepomis_gibbosus	435	1983	0.43
Micropterus_dolomieu	535	1983	14.96
Morone_americana	541	1983	34.02
Moxostoma_anisurum	569	1983	0.38
Noturus_flavus	588	1983	0.02
Perca_flavescens	595	1983	50.85
Pollachius_virens	669	1983	0.34
Pomoxis_nigromaculatus	672	1983	0.06
Rangifer_tarandus	788	1983	273
Rangifer_tarandus	789	1983	49886
Sander_vitreus	810	1983	0.09
Alosa_pseudoharengus	1	1984	1966
Alosa_pseudoharengus	3	1984	179
Alosa_sapidissima	4	1984	610
Alosa_sapidissima	5	1984	5497
Coregonus_clupeaformis	7	1984	172
Notemigonus_crysoleucas	8	1984	25955
Salmo_salar	11	1984	115
Salmo_salar	12	1984	362.09
Sander_vitreus	13	1984	0.0369
Sander_vitreus	14	1984	0.83
Sander_vitreus	15	1984	0.1294
Sander_vitreus	16	1984	10.2713
Sander_vitreus	17	1984	0.5006
Sander_vitreus	18	1984	5612
Desmognathus_ochrophaeus	22	1984	15
Sterna_dougallii	34	1984	0
Peromyscus_maniculatus	35	1984	138
Tamiasciurus_hudsonicus	36	1984	1.33
Chelydra_serpentina	37	1984	18
Myodes_gapperi	40	1984	14
Sorex_cinereus	44	1984	1
Napaeozapus_insignis	45	1984	3
Tamias_striatus	46	1984	50
Blarina_brevicauda	47	1984	1
Blarina_brevicauda	49	1984	9.9
Sterna_paradisaea	56	1984	470
Menidia_menidia	69	1984	1
Morone_americana	70	1984	14
Alosa_sapidissima	71	1984	3
Alosa_aestivalis	72	1984	1
Halichoerus_grypus	97	1984	27201
Canis_lupus	105	1984	1.367
Canis_lupus	106	1984	2.098
Canis_lupus	109	1984	1.39
Canis_lupus	110	1984	0.891
Canis_lupus	113	1984	0.962
Odocoileus_virginianus	151	1984	1.71
Alces_americanus	173	1984	186
Rangifer_tarandus	180	1984	53786
Alces_americanus	182	1984	103961
Ambloplites_rupestris	183	1984	6.99
Ameiurus_nebulosus	184	1984	0.86
Aplodinotus_grunniens	233	1984	0.31
Catostomus_commersonii	235	1984	1.58
Cyprinus_carpio	237	1984	0.17
Dorosoma_cepedianum	239	1984	0.87
Esox_lucius	240	1984	0.02
Chelydra_serpentina	283	1984	66
Ictalurus_punctatus	433	1984	0.29
Lepomis_gibbosus	435	1984	0.09
Micropterus_dolomieu	535	1984	12.44
Morone_americana	541	1984	20.78
Morone_chrysops	544	1984	0.06
Moxostoma_anisurum	569	1984	0.06
Noturus_flavus	588	1984	0.04
Perca_flavescens	595	1984	24.02
Percopsis_omiscomaycus	596	1984	0.08
Pollachius_virens	670	1984	0.42
Pomoxis_nigromaculatus	672	1984	0.02
Rangifer_tarandus	788	1984	253
Rangifer_tarandus	789	1984	54182
Sander_vitreus	810	1984	0.09
Alosa_pseudoharengus	1	1985	3739
Alosa_pseudoharengus	3	1985	586
Alosa_sapidissima	4	1985	555
Alosa_sapidissima	5	1985	12793
Coregonus_clupeaformis	7	1985	237.2
Notemigonus_crysoleucas	8	1985	23407
Salmo_salar	11	1985	213
Salmo_salar	12	1985	274.19
Sander_vitreus	13	1985	0.0387
Sander_vitreus	14	1985	0.77
Sander_vitreus	15	1985	0.1523
Sander_vitreus	16	1985	10.5751
Sander_vitreus	17	1985	0.5166
Sander_vitreus	18	1985	8709
Ambystoma_maculatum	20	1985	232
Ambystoma_maculatum	21	1985	406
Desmognathus_ochrophaeus	22	1985	14
Sterna_dougallii	34	1985	23
Peromyscus_maniculatus	35	1985	308.22
Tamiasciurus_hudsonicus	36	1985	4.89
Chelydra_serpentina	37	1985	7
Myodes_gapperi	40	1985	26
Sorex_cinereus	44	1985	3
Napaeozapus_insignis	45	1985	1
Tamias_striatus	46	1985	125
Blarina_brevicauda	47	1985	23
Blarina_brevicauda	49	1985	8.4
Sterna_paradisaea	56	1985	760
Perca_flavescens	63	1985	19.25
Lithobates_catesbeianus	65	1985	63.3333
Lithobates_catesbeianus	66	1985	20
Menidia_menidia	69	1985	5
Morone_americana	70	1985	6
Alosa_sapidissima	71	1985	3.6
Alosa_aestivalis	72	1985	1.6
Halichoerus_grypus	97	1985	30080
Canis_lupus	105	1985	1.202
Canis_lupus	106	1985	2.099
Canis_lupus	108	1985	1.004
Canis_lupus	109	1985	0.823
Canis_lupus	110	1985	1.141
Canis_lupus	111	1985	0.974
Canis_lupus	113	1985	0.784
Rangifer_tarandus	131	1985	22
Odocoileus_virginianus	151	1985	1.88
Rangifer_tarandus	180	1985	58171
Alces_americanus	182	1985	108310
Ambloplites_rupestris	183	1985	3.96
Ameiurus_nebulosus	184	1985	1.7
Aplodinotus_grunniens	233	1985	0.25
Catostomus_commersonii	235	1985	0.93
Cyprinus_carpio	237	1985	0.17
Dorosoma_cepedianum	239	1985	0.5
Esox_lucius	240	1985	0.17
Chelydra_serpentina	283	1985	67
Ictalurus_punctatus	433	1985	0.63
Lepisosteus_osseus	434	1985	1.19
Lepomis_gibbosus	435	1985	0.59
Micropterus_dolomieu	535	1985	9.76
Morone_americana	541	1985	12.23
Morone_chrysops	544	1985	0.02
Noturus_flavus	588	1985	0.06
Perca_flavescens	595	1985	15.35
Pollachius_virens	670	1985	2.49
Pomoxis_nigromaculatus	672	1985	0.1
Rangifer_tarandus	788	1985	123
Rangifer_tarandus	789	1985	58495
Sander_vitreus	810	1985	0.41
Alosa_pseudoharengus	3	1986	1131
Alosa_sapidissima	4	1986	392
Alosa_sapidissima	5	1986	18173
Coregonus_clupeaformis	7	1986	260.1
Notemigonus_crysoleucas	8	1986	12404
Salmo_salar	11	1986	103
Salmo_salar	12	1986	208.86
Sander_vitreus	13	1986	0.0393
Sander_vitreus	14	1986	0.75
Sander_vitreus	15	1986	0.1711
Sander_vitreus	16	1986	10.6233
Sander_vitreus	17	1986	0.5395
Sander_vitreus	18	1986	9777
Ambystoma_maculatum	19	1986	15
Ambystoma_maculatum	20	1986	297
Ambystoma_maculatum	21	1986	336
Desmognathus_ochrophaeus	22	1986	17
Sterna_dougallii	34	1986	23
Peromyscus_maniculatus	35	1986	67.56
Tamiasciurus_hudsonicus	36	1986	0.89
Chelydra_serpentina	37	1986	7
Myodes_gapperi	40	1986	16
Sorex_cinereus	44	1986	9
Napaeozapus_insignis	45	1986	7
Tamias_striatus	46	1986	48
Blarina_brevicauda	47	1986	5
Blarina_brevicauda	49	1986	7.2
Sterna_paradisaea	56	1986	730
Lithobates_catesbeianus	65	1986	59.6667
Lithobates_catesbeianus	66	1986	21
Menidia_menidia	69	1986	27
Morone_americana	70	1986	10
Alosa_sapidissima	71	1986	6.2
Alosa_aestivalis	72	1986	0.8
Halichoerus_grypus	97	1986	33439
Canis_lupus	105	1986	0.995
Canis_lupus	106	1986	1.502
Canis_lupus	109	1986	1.047
Canis_lupus	110	1986	0.906
Canis_lupus	111	1986	0.929
Odocoileus_virginianus	151	1986	2.33
Salmo_trutta	177	1986	1480.427
Rangifer_tarandus	180	1986	62347
Alces_americanus	182	1986	113722
Ambloplites_rupestris	183	1986	7.58
Ameiurus_nebulosus	184	1986	2.14
Aplodinotus_grunniens	233	1986	0.16
Carpiodes_cyprinus	234	1986	0.02
Catostomus_commersonii	235	1986	2.47
Cyprinus_carpio	237	1986	0.1
Dorosoma_cepedianum	239	1986	0.48
Esox_lucius	240	1986	0.17
Chelydra_serpentina	283	1986	65
Ictalurus_punctatus	433	1986	1.25
Lepisosteus_osseus	434	1986	0.04
Lepomis_gibbosus	435	1986	0.57
Micropterus_dolomieu	535	1986	18.14
Morone_americana	541	1986	13.94
Morone_chrysops	544	1986	0.06
Moxostoma_anisurum	569	1986	0.02
Noturus_flavus	588	1986	0.04
Perca_flavescens	595	1986	13.32
Pollachius_virens	670	1986	1.19
Rangifer_tarandus	788	1986	251
Rangifer_tarandus	789	1986	62809
Sander_vitreus	810	1986	0.19
Alosa_pseudoharengus	3	1987	1577
Alosa_sapidissima	4	1987	235
Alosa_sapidissima	5	1987	16909
Notemigonus_crysoleucas	8	1987	6859
Salmo_salar	11	1987	139
Salmo_salar	12	1987	205.6
Sander_vitreus	13	1987	0.0391
Sander_vitreus	14	1987	0.7
Sander_vitreus	15	1987	0.1736
Sander_vitreus	16	1987	10.5111
Sander_vitreus	17	1987	0.5413
Sander_vitreus	18	1987	41213
Ambystoma_maculatum	19	1987	12
Ambystoma_maculatum	20	1987	238
Ambystoma_maculatum	21	1987	438
Desmognathus_ochrophaeus	22	1987	25
Sterna_dougallii	34	1987	32
Peromyscus_maniculatus	35	1987	92.67
Tamiasciurus_hudsonicus	36	1987	1.33
Chelydra_serpentina	37	1987	5
Emydoidea_blandingii	39	1987	2
Myodes_gapperi	40	1987	22
Sorex_cinereus	44	1987	10
Napaeozapus_insignis	45	1987	3
Tamias_striatus	46	1987	16
Blarina_brevicauda	47	1987	15
Blarina_brevicauda	49	1987	9.9
Sterna_paradisaea	56	1987	720
Perca_flavescens	63	1987	13.25
Lithobates_catesbeianus	65	1987	27
Lithobates_catesbeianus	66	1987	22
Menidia_menidia	69	1987	4
Morone_americana	70	1987	7
Alosa_sapidissima	71	1987	2.1
Alosa_aestivalis	72	1987	4
Megaptera_novaeangliae	88	1987	10.12
Balaenoptera_musculus	89	1987	22.97
Halichoerus_grypus	97	1987	38724
Canis_lupus	105	1987	0.959
Canis_lupus	106	1987	2.654
Canis_lupus	108	1987	0.958
Canis_lupus	110	1987	1.011
Canis_lupus	111	1987	0.901
Canis_lupus	113	1987	1.092
Rangifer_tarandus	131	1987	27
Odocoileus_virginianus	151	1987	1.7
Salmo_trutta	177	1987	747.331
Rangifer_tarandus	180	1987	66523
Alces_americanus	182	1987	118123
Ambloplites_rupestris	183	1987	4.76
Ameiurus_nebulosus	184	1987	1.96
Aplodinotus_grunniens	233	1987	0.25
Catostomus_commersonii	235	1987	1.49
Cyprinus_carpio	237	1987	0.2
Dorosoma_cepedianum	239	1987	0.44
Esox_lucius	240	1987	0.08
Chelydra_serpentina	283	1987	57
Ictalurus_punctatus	433	1987	0.77
Lepomis_gibbosus	435	1987	0.4
Micropterus_dolomieu	535	1987	10.89
Morone_americana	541	1987	11.14
Morone_chrysops	544	1987	0.06
Moxostoma_anisurum	569	1987	0.02
Perca_flavescens	595	1987	8.36
Percopsis_omiscomaycus	596	1987	0.08
Pollachius_virens	670	1987	3.06
Rangifer_tarandus	788	1987	249
Rangifer_tarandus	789	1987	67264
Sander_vitreus	810	1987	0.75
Alosa_pseudoharengus	3	1988	2109
Alosa_sapidissima	5	1988	12359
Salmo_salar	11	1988	65
Salmo_salar	12	1988	154.5
Sander_vitreus	13	1988	0.0374
Sander_vitreus	14	1988	0.63
Sander_vitreus	15	1988	0.1816
Sander_vitreus	16	1988	11.0396
Sander_vitreus	17	1988	0.5099
Sander_vitreus	18	1988	30739
Ambystoma_maculatum	19	1988	30
Ambystoma_maculatum	20	1988	625
Ambystoma_maculatum	21	1988	1065
Desmognathus_ochrophaeus	22	1988	27
Sterna_dougallii	34	1988	39
Chelydra_serpentina	37	1988	4
Emydoidea_blandingii	39	1988	13
Blarina_brevicauda	49	1988	12.4
Sterna_paradisaea	56	1988	650
Menidia_menidia	69	1988	45
Morone_americana	70	1988	11
Alosa_sapidissima	71	1988	2.6
Alosa_aestivalis	72	1988	1
Balaenoptera_physalus	87	1988	0.05
Megaptera_novaeangliae	88	1988	21.34
Balaenoptera_musculus	89	1988	9.99
Megaptera_novaeangliae	90	1988	0.05
Halichoerus_grypus	97	1988	44490
Balaenoptera_musculus	99	1988	0
Globicephala_melas	102	1988	0.03
Lagenorhynchus_acutus	103	1988	0.17
Delphinus_delphis	104	1988	0.11
Canis_lupus	105	1988	1.124
Canis_lupus	106	1988	1.563
Canis_lupus	108	1988	0.747
Canis_lupus	111	1988	1.128
Canis_lupus	113	1988	1.093
Odocoileus_virginianus	151	1988	2.26
Esox_masquinongy	154	1988	1
Salmo_trutta	177	1988	1302.491
Rangifer_tarandus	180	1988	70909
Alces_americanus	182	1988	122497
Ambloplites_rupestris	183	1988	4.94
Ameiurus_nebulosus	184	1988	0.61
Aplodinotus_grunniens	233	1988	0.45
Carpiodes_cyprinus	234	1988	0.02
Catostomus_commersonii	235	1988	0.91
Cyprinus_carpio	237	1988	0.23
Dorosoma_cepedianum	239	1988	0.24
Chelydra_serpentina	283	1988	47
Ictalurus_punctatus	433	1988	0.97
Lepomis_gibbosus	435	1988	0.25
Micropterus_dolomieu	535	1988	15.92
Morone_americana	541	1988	4.87
Morone_chrysops	544	1988	0.13
Moxostoma_anisurum	569	1988	0.07
Perca_flavescens	595	1988	2.19
Percopsis_omiscomaycus	596	1988	0.15
Pollachius_virens	670	1988	0.95
Pomoxis_nigromaculatus	672	1988	0.02
Rangifer_tarandus	788	1988	216
Rangifer_tarandus	789	1988	71782
Sander_vitreus	810	1988	0.8
Alosa_sapidissima	5	1989	7875
Salmo_salar	11	1989	84
Sander_vitreus	13	1989	0.032
Sander_vitreus	15	1989	0.1955
Sander_vitreus	16	1989	11.0564
Sander_vitreus	17	1989	0.4888
Sander_vitreus	18	1989	29449
Ambystoma_maculatum	19	1989	20
Ambystoma_maculatum	20	1989	520
Ambystoma_maculatum	21	1989	850
Desmognathus_ochrophaeus	22	1989	21
Sterna_dougallii	34	1989	43
Peromyscus_maniculatus	35	1989	86
Tamiasciurus_hudsonicus	36	1989	1.11
Chelydra_serpentina	37	1989	6
Emydoidea_blandingii	39	1989	16
Myodes_gapperi	40	1989	3
Sorex_cinereus	44	1989	1
Napaeozapus_insignis	45	1989	1
Tamias_striatus	46	1989	46
Blarina_brevicauda	47	1989	15
Blarina_brevicauda	49	1989	4.6
Sterna_paradisaea	56	1989	550
Perca_flavescens	63	1989	25.75
Menidia_menidia	69	1989	2
Morone_americana	70	1989	15
Alosa_sapidissima	71	1989	3
Alosa_aestivalis	72	1989	1.1
Balaenoptera_physalus	87	1989	0.03
Megaptera_novaeangliae	88	1989	30.16
Balaenoptera_musculus	89	1989	17.05
Megaptera_novaeangliae	90	1989	0.09
Halichoerus_grypus	97	1989	48331
Balaenoptera_musculus	99	1989	0
Globicephala_melas	102	1989	0.04
Lagenorhynchus_acutus	103	1989	0.1
Delphinus_delphis	104	1989	0.16
Canis_lupus	105	1989	0.997
Canis_lupus	106	1989	1.082
Canis_lupus	107	1989	2.18
Canis_lupus	108	1989	0.217
Canis_lupus	109	1989	0.41
Canis_lupus	110	1989	1.568
Canis_lupus	111	1989	0.72
Canis_lupus	113	1989	1.094
Rangifer_tarandus	131	1989	14
Odocoileus_virginianus	151	1989	1.95
Esox_masquinongy	154	1989	0
Alces_americanus	173	1989	212
Salmo_trutta	177	1989	932.3843
Rangifer_tarandus	180	1989	74876
Alces_americanus	182	1989	127048
Ambloplites_rupestris	183	1989	7.53
Ameiurus_nebulosus	184	1989	0.84
Aplodinotus_grunniens	233	1989	0.53
Carpiodes_cyprinus	234	1989	0.04
Catostomus_commersonii	235	1989	0.75
Cyprinus_carpio	237	1989	0.37
Dorosoma_cepedianum	239	1989	0.69
Esox_lucius	240	1989	0.02
Chelydra_serpentina	283	1989	41
Ictalurus_punctatus	433	1989	2.4
Lepomis_gibbosus	435	1989	0.64
Micropterus_dolomieu	535	1989	39.05
Morone_americana	541	1989	7.95
Morone_chrysops	544	1989	0.08
Moxostoma_anisurum	569	1989	0.17
Noturus_flavus	588	1989	0.02
Perca_flavescens	595	1989	10.06
Pollachius_virens	670	1989	0.88
Pomoxis_nigromaculatus	672	1989	0.02
Rangifer_tarandus	788	1989	134
Rangifer_tarandus	789	1989	75384
Sander_vitreus	810	1989	0.96
Alosa_sapidissima	5	1990	6013
Salmo_salar	11	1990	248
Sander_vitreus	13	1990	0.0273
Sander_vitreus	15	1990	0.206
Sander_vitreus	16	1990	11.2071
Sander_vitreus	17	1990	0.5003
Sander_vitreus	18	1990	28656
Ambystoma_maculatum	19	1990	3
Ambystoma_maculatum	20	1990	680
Ambystoma_maculatum	21	1990	234
Desmognathus_ochrophaeus	22	1990	25
Sterna_dougallii	34	1990	47
Peromyscus_maniculatus	35	1990	257.5
Tamiasciurus_hudsonicus	36	1990	1.39
Emydoidea_blandingii	39	1990	2
Myodes_gapperi	40	1990	17
Sorex_cinereus	44	1990	0
Napaeozapus_insignis	45	1990	2
Tamias_striatus	46	1990	69
Blarina_brevicauda	47	1990	91
Blarina_brevicauda	49	1990	9.5
Sterna_paradisaea	56	1990	720
Lithobates_catesbeianus	65	1990	33.3333
Lithobates_catesbeianus	66	1990	20
Menidia_menidia	69	1990	13
Morone_americana	70	1990	6
Alosa_sapidissima	71	1990	3
Alosa_aestivalis	72	1990	4.5
Balaenoptera_physalus	87	1990	0.02
Megaptera_novaeangliae	88	1990	38.28
Balaenoptera_musculus	89	1990	21.03
Megaptera_novaeangliae	90	1990	0.01
Halichoerus_grypus	97	1990	54577
Balaenoptera_musculus	99	1990	0
Storeria_dekayi	101	1990	6
Globicephala_melas	102	1990	0.02
Lagenorhynchus_acutus	103	1990	0.15
Delphinus_delphis	104	1990	0.05
Canis_lupus	105	1990	1.107
Canis_lupus	106	1990	1.838
Canis_lupus	107	1990	2.406
Canis_lupus	108	1990	0.676
Canis_lupus	109	1990	0.912
Canis_lupus	110	1990	0.814
Canis_lupus	111	1990	1.102
Canis_lupus	112	1990	0.818
Canis_lupus	113	1990	1.165
Rangifer_tarandus	131	1990	14
Odocoileus_virginianus	151	1990	2.35
Hippoglossus_hippoglossus	152	1990	0.0213
Clupea_harengus	153	1990	21.14
Esox_masquinongy	154	1990	0
Salmo_trutta	177	1990	1402.1352
Rangifer_tarandus	180	1990	78006
Alces_americanus	182	1990	130806
Ambloplites_rupestris	183	1990	8.08
Ameiurus_nebulosus	184	1990	0.66
Aplodinotus_grunniens	233	1990	0.62
Carpiodes_cyprinus	234	1990	0.04
Catostomus_commersonii	235	1990	3.47
Cyprinus_carpio	237	1990	0.35
Dorosoma_cepedianum	239	1990	1.26
Chelydra_serpentina	283	1990	42
Ictalurus_punctatus	433	1990	3.34
Lepisosteus_osseus	434	1990	0.08
Lepomis_gibbosus	435	1990	0.78
Micropterus_dolomieu	535	1990	21.72
Morone_americana	541	1990	4.36
Moxostoma_anisurum	569	1990	0.29
Perca_flavescens	595	1990	13.61
Pollachius_virens	670	1990	0.35
Pomoxis_nigromaculatus	672	1990	0.06
Rangifer_tarandus	788	1990	213
Rangifer_tarandus	789	1990	78319
Sander_vitreus	810	1990	1.31
Alosa_sapidissima	5	1991	16098
Salmo_salar	11	1991	332
Salmo_salar	12	1991	189.19
Sander_vitreus	13	1991	0.0321
Sander_vitreus	15	1991	0.2104
Sander_vitreus	17	1991	0.5634
Sander_vitreus	18	1991	37930
Ambystoma_maculatum	19	1991	20
Ambystoma_maculatum	20	1991	653
Ambystoma_maculatum	21	1991	380
Sterna_dougallii	34	1991	52
Peromyscus_maniculatus	35	1991	104.17
Tamiasciurus_hudsonicus	36	1991	0.83
Emydoidea_blandingii	39	1991	4
Myodes_gapperi	40	1991	28
Sorex_cinereus	44	1991	4
Napaeozapus_insignis	45	1991	28
Tamias_striatus	46	1991	41
Blarina_brevicauda	47	1991	2
Blarina_brevicauda	49	1991	4
Sterna_paradisaea	56	1991	600
Perca_flavescens	63	1991	17.75
Lithobates_catesbeianus	65	1991	32.3333
Lithobates_catesbeianus	66	1991	19.3333
Phoca_vitulina	67	1991	385
Menidia_menidia	69	1991	13
Morone_americana	70	1991	3
Alosa_sapidissima	71	1991	0.2
Alosa_aestivalis	72	1991	0.5
Perca_flavescens	84	1991	30
Megaptera_novaeangliae	88	1991	31.26
Balaenoptera_musculus	89	1991	2.93
Halichoerus_grypus	97	1991	61787
Storeria_dekayi	101	1991	2
Canis_lupus	105	1991	1.247
Canis_lupus	106	1991	1.997
Canis_lupus	107	1991	1.79
Canis_lupus	108	1991	0.816
Canis_lupus	109	1991	0.743
Canis_lupus	110	1991	1.028
Canis_lupus	111	1991	0.607
Canis_lupus	112	1991	0.57
Canis_lupus	113	1991	1.386
Rangifer_tarandus	131	1991	20
Odocoileus_virginianus	151	1991	2.36
Hippoglossus_hippoglossus	152	1991	0.0608
Esox_masquinongy	154	1991	3
Salmo_trutta	177	1991	1523.1317
Rangifer_tarandus	180	1991	80509
Alces_americanus	182	1991	133756
Ambloplites_rupestris	183	1991	6.86
Ameiurus_nebulosus	184	1991	0.86
Aplodinotus_grunniens	233	1991	0.34
Carpiodes_cyprinus	234	1991	0.08
Catostomus_commersonii	235	1991	0.41
Cyprinus_carpio	237	1991	0.29
Dorosoma_cepedianum	239	1991	1.39
Esox_lucius	240	1991	0.15
Chelydra_serpentina	283	1991	41
Ictalurus_punctatus	433	1991	1.2
Lepomis_gibbosus	435	1991	0.14
Micropterus_dolomieu	535	1991	29.4
Morone_americana	541	1991	7.83
Morone_chrysops	544	1991	0.1
Moxostoma_anisurum	569	1991	0.22
Noturus_flavus	588	1991	0.02
Perca_flavescens	595	1991	6.97
Percopsis_omiscomaycus	596	1991	0.12
Pollachius_virens	670	1991	0.15
Rangifer_tarandus	788	1991	181
Rangifer_tarandus	789	1991	80814
Sander_vitreus	810	1991	1.68
Alosa_sapidissima	5	1992	20796
Salmo_salar	11	1992	199
Sander_vitreus	17	1992	0.5805
Sander_vitreus	18	1992	30448
Sterna_dougallii	34	1992	61
Emydoidea_blandingii	39	1992	5
Myodes_gapperi	40	1992	66
Sorex_cinereus	44	1992	5
Napaeozapus_insignis	45	1992	45
Tamias_striatus	46	1992	54
Blarina_brevicauda	47	1992	9
Blarina_brevicauda	49	1992	6.5
Sterna_paradisaea	56	1992	650
Lithobates_catesbeianus	65	1992	9.6667
Lithobates_catesbeianus	66	1992	29.3333
Phoca_vitulina	67	1992	365
Menidia_menidia	69	1992	15
Morone_americana	70	1992	4
Alosa_sapidissima	71	1992	5
Alosa_aestivalis	72	1992	2
Perca_flavescens	84	1992	2.5
Megaptera_novaeangliae	88	1992	39.28
Balaenoptera_musculus	89	1992	22.94
Halichoerus_grypus	97	1992	70922
Storeria_dekayi	101	1992	9
Canis_lupus	105	1992	1.193
Canis_lupus	106	1992	0.931
Canis_lupus	107	1992	1.345
Canis_lupus	108	1992	0.563
Canis_lupus	109	1992	0.255
Canis_lupus	110	1992	0.822
Canis_lupus	111	1992	0.845
Canis_lupus	112	1992	0.901
Canis_lupus	113	1992	0.681
Odocoileus_virginianus	151	1992	2.01
Hippoglossus_hippoglossus	152	1992	0.0071
Clupea_harengus	153	1992	42.24
Esox_masquinongy	154	1992	1
Salmo_trutta	177	1992	1793.5943
Rangifer_tarandus	180	1992	83011
Alces_americanus	182	1992	135693
Ambloplites_rupestris	183	1992	3.09
Ameiurus_nebulosus	184	1992	0.87
Aplodinotus_grunniens	233	1992	0.43
Catostomus_commersonii	235	1992	0.88
Cyprinus_carpio	237	1992	0.33
Dorosoma_cepedianum	239	1992	1.79
Esox_lucius	240	1992	0.04
Chelydra_serpentina	283	1992	44
Ictalurus_punctatus	433	1992	1.35
Lepomis_gibbosus	435	1992	0.34
Micropterus_dolomieu	535	1992	19.13
Morone_americana	541	1992	5.49
Moxostoma_anisurum	569	1992	0.18
Perca_flavescens	595	1992	6.72
Pollachius_virens	670	1992	0.42
Rangifer_tarandus	788	1992	149
Rangifer_tarandus	789	1992	83225
Sander_vitreus	810	1992	1.59
Alosa_sapidissima	5	1993	8599
Salmo_salar	11	1993	61
Sander_vitreus	18	1993	24370
Sterna_dougallii	34	1993	65
Emydoidea_blandingii	39	1993	12
Myodes_gapperi	40	1993	106
Sorex_cinereus	44	1993	0
Napaeozapus_insignis	45	1993	29
Tamias_striatus	46	1993	89
Blarina_brevicauda	47	1993	24
Blarina_brevicauda	49	1993	13.6
Sterna_paradisaea	56	1993	580
Perca_flavescens	63	1993	10.5
Lithobates_catesbeianus	65	1993	42
Lithobates_catesbeianus	66	1993	17.6667
Phoca_vitulina	67	1993	215
Menidia_menidia	69	1993	32
Morone_americana	70	1993	4
Alosa_sapidissima	71	1993	0.5
Alosa_aestivalis	72	1993	0.9
Perca_flavescens	84	1993	20
Balaenoptera_physalus	87	1993	0.06
Megaptera_novaeangliae	88	1993	33.17
Balaenoptera_musculus	89	1993	7.06
Megaptera_novaeangliae	90	1993	0.01
Halichoerus_grypus	97	1993	79576
Balaenoptera_musculus	99	1993	0
Storeria_dekayi	101	1993	12
Globicephala_melas	102	1993	0.02
Lagenorhynchus_acutus	103	1993	0.12
Delphinus_delphis	104	1993	0.17
Canis_lupus	105	1993	0.962
Canis_lupus	106	1993	1.37
Canis_lupus	107	1993	1.937
Canis_lupus	108	1993	0.866
Canis_lupus	109	1993	0.509
Canis_lupus	110	1993	1.026
Canis_lupus	111	1993	0.627
Canis_lupus	112	1993	0.925
Canis_lupus	113	1993	1.307
Rangifer_tarandus	131	1993	14
Odocoileus_virginianus	151	1993	2.08
Hippoglossus_hippoglossus	152	1993	0.0041
Clupea_harengus	153	1993	44.89
Esox_masquinongy	154	1993	4
Salmo_trutta	177	1993	1217.0819
Rangifer_tarandus	180	1993	86141
Alces_americanus	182	1993	137881
Ambloplites_rupestris	183	1993	6.99
Ameiurus_nebulosus	184	1993	0.35
Aplodinotus_grunniens	233	1993	0.52
Carpiodes_cyprinus	234	1993	0.04
